id,pleno_id,fecha,mandat_id,intervinient,entitat,entitat_id,tipus_entitat,idioma_original,ambit,zones,districtes,categorias,subcategorias,cap_major,cap_subtopics,resum_cas,resum_val
2026-02-24-010,2026-02-24,2026-02-24,2023-2027,Lidiane Cristina Rosa Sagrado,Médicos del Mundo,medicos-del-mundo,ong,castellano,ciutat,,,serveis_publics|drets_i_igualtat|persones,serveis_publics:salut|drets_i_igualtat:drets_humans|drets_i_igualtat:interculturalitat_i_antiracisme|persones:gent_major,3|9|14|19,300|1906|900|1401,"Médicos del Mundo denuncia las barreras de acceso al sistema sanitario que enfrentan más de 400 personas migrantes en València en 2025 por falta de documentación, e insta al Ayuntamiento a facilitar el empadronamiento y la regularización extraordinaria para garantizar el derecho universal a la salud.","Médicos del Món denuncia les barreres d'accés al sistema sanitari que enfronten més de 400 persones migrants a València el 2025 per manca de documentació, i insta l'Ajuntament a facilitar l'empadronament i la regularització extraordinària per a garantir el dret universal a la salut."
2026-02-24-009,2026-02-24,2026-02-24,2023-2027,Élida Puig Cebolla,STEPV-Intersindical,stepv-intersindical,sindical,valenciano,ciutat,,,drets_i_igualtat|serveis_publics|economia,drets_i_igualtat:interculturalitat_i_antiracisme|drets_i_igualtat:drets_humans|serveis_publics:educacio|serveis_publics:salut|serveis_publics:serveis_socials|economia:comerc_ocupacio,5|13|14|19,1906|1300|1400|500,"La sindicalista de STEPV-Intersindical critica los discursos sobre inmigración, argumentando que los problemas reales (crisis de vivienda, precariedad laboral, falta de inversión pública) no son causados por los migrantes sino por políticas injustas, y defiende la dignidad y derechos de todas las personas independientemente de su origen.","La sindicalista de STEPV-Intersindical critica els discursos sobre immigració, argumentant que els problemes reals (crisi d'habitatge, precarització laboral, manca d'inversió pública) no són causats pels migrants sinó per polítiques injustes, i defensa la dignitat i drets de totes les persones independentment del seu origen."
2026-02-24-008,2026-02-24,2026-02-24,2023-2027,Silvia Llumigusin,Asociación Intercultural Candombe,asociacion-intercultural-candombe,ong,castellano,ciutat,,,drets_i_igualtat|serveis_publics|urbanisme,drets_i_igualtat:interculturalitat_i_antiracisme|drets_i_igualtat:drets_humans|serveis_publics:serveis_socials|urbanisme:habitatge,9|13|14|19,1906|900|1403|1302,"La Asociación Intercultural Candombe rechaza vincular la migración con la inseguridad y demanda políticas integrales que garanticen inclusión social, vivienda, empleo y acceso a servicios públicos, rechazando el discurso que estigmatiza a migrantes y debilita el tejido asociativo.","L'Asociación Intercultural Candombe rebutja vincular la migració amb la inseguretat i demanda polítiques integrals que garantisquen inclusió social, habitatge, ocupació i accés a serveis públics, rebutjant el discurs que estigmatitza migrants i debilita el teixit associatiu."
2026-02-24-007,2026-02-24,2026-02-24,2023-2027,Eugenia Torres Polito,Asociación Intercultural Candombe,asociacion-intercultural-candombe,ong,castellano,ciutat,,,drets_i_igualtat|serveis_publics,drets_i_igualtat:diversitat|drets_i_igualtat:drets_humans|serveis_publics:serveis_socials,9|13|14|20,900|1300|1402|2000,"La Asociación Intercultural Candombe aboga por la regularización administrativa de personas migrantes y en situación de vulnerabilidad como herramienta para formalizar una realidad existente y garantizar derechos laborales, de vivienda y acceso a servicios públicos.","L'Associació Intercultural Candombe defensa la regularització administrativa de persones migrants i en situació de vulnerabilitat com a eina per a formalitzar una realitat existent i garantir drets laborals, d'habitatge i accés a serveis públics."
2026-02-24-006,2026-02-24,2026-02-24,2023-2027,Silvana Gabriela Cabrera Martínez,"Asociación Mujeres, Voces y Resistencia",asociacion-mujeres-voces-resistencias,ong,castellano,ciutat,,,drets_i_igualtat|economia|serveis_publics,drets_i_igualtat:diversitat|drets_i_igualtat:interculturalitat_i_antiracisme|drets_i_igualtat:drets_humans|economia:comerc_ocupacio|serveis_publics:educacio|serveis_publics:salut|serveis_publics:serveis_socials,5|9|13|19|20,900|1906|500|1300|2000,"Silvana Gabriela Cabrera Martínez, en representación de la Asociación Mujeres, Voces y Resistencia, defiende la regularización extraordinaria de migrantes como un acto de justicia social que beneficia a toda la sociedad, fortalece derechos laborales y permite diseñar políticas públicas más justas basadas en datos reales. Argumenta que el deterioro de servicios públicos no es causado por la regularización, sino por recortes presupuestarios y decisiones políticas previas.","Silvana Gabriela Cabrera Martínez, en representació de l'Associació Dones, Veus i Resistència, defén la regularització extraordinària de migrants com un acte de justícia social que beneficia tota la societat, enforteix drets laborals i permet dissenyar polítiques públiques més justes basades en dades reals. Argumenta que el deteriorament de serveis públics no és causat per la regularització, sinó per retalls pressupostaris i decisions polítiques prèvies."
2026-02-24-005,2026-02-24,2026-02-24,2023-2027,Cecilia B. Villaroel Romero-Nieto,Servicio Jesuita a Migrantes España SJM España,sjm-espana,ong,castellano,ciutat,,,drets_i_igualtat|serveis_publics|economia,drets_i_igualtat:drets_humans|drets_i_igualtat:interculturalitat_i_antiracisme|serveis_publics:educacio|serveis_publics:salut|serveis_publics:serveis_socials|economia:comerc_ocupacio,3|6|9|13|15|19,900|1906|1300|1521|600|300,"La ONG Servicio Jesuita a Migrantes España expone la necesidad de una política migratoria integral que vaya más allá de la gestión de crisis, incluyendo políticas de integración, inclusión y cohesión social para garantizar el acceso a derechos, empleo cualificado y convivencia.","L'ONG Servicio Jesuita a Migrantes España presenta la necessitat d'una política migratòria integral que supere la gestió de crisis, incloent polítiques d'integració, inclusió i cohesió social per a garantir l'accés a drets, ocupació qualificada i convivència."
2026-02-24-004,2026-02-24,2026-02-24,2023-2027,Gregori Fidel Sarmiento,AVV Campanar,avv-campanar,av,valenciano,barri,Campanar,Campanar,drets_i_igualtat|participacio,drets_i_igualtat:diversitat|drets_i_igualtat:interculturalitat_i_antiracisme|participacio:participacio,9|19,1906|900,"El representante de la AVV Campanar denuncia la moción como un intento de pescar votos en clave electoral, defendiendo la inmigración como aportación positiva a la sociedad y rechazando los discursos de odio, racismo y xenofobia que asocian delincuencia a la llegada de inmigrantes.","El representant de l'AVV Campanar denuncia la moció com un intent de pescar vots en clau electoral, defensant la immigració com aportació positiva a la societat i rebutjant els discursos d'odi, racisme i xenofòbia que associen delinqüència a l'arribada d'immigrants."
2026-02-24-003,2026-02-24,2026-02-24,2023-2027,Pilar Martínez Escot,Orriols en Lucha,plataforma-orriols-en-lucha,plataforma,castellano,barri,Els Orriols,Rascanya,drets_i_igualtat|serveis_publics|urbanisme,drets_i_igualtat:interculturalitat_i_antiracisme|drets_i_igualtat:drets_humans|serveis_publics:serveis_socials|urbanisme:habitatge,9|13|14|19,1906|1406|1300|900,"Pilar Martínez de Orriols en Lucha defiende la multiculturalidad como riqueza y rechaza criminalizaciones de la migración, reclamando políticas de integración, vivienda digna, empleo justo y fortalecimiento de servicios sociales en barrios vulnerables como Orriols.","Pilar Martínez d'Orriols en Lucha defensa la multiculturalitat com a riquesa i rebutja criminalitzacions de la migració, reclamant polítiques d'integració, habitatge digne, ocupació justa i enfortiment de serveis socials en barris vulnerables com Orriols."
2026-02-24-002,2026-02-24,2026-02-24,2023-2027,Salvador Soriano Martínez,Orriols en Lucha,plataforma-orriols-en-lucha,plataforma,castellano,barri,Els Orriols,Rascanya,drets_i_igualtat|cultura,drets_i_igualtat:diversitat|drets_i_igualtat:interculturalitat_i_antiracisme|cultura:associacionisme,2|9,201|900,"El representante de Orriols en Lucha defiende la riqueza de la multiculturalidad y la convivencia del barrio con más de 40 nacionalidades, criticando los prejuicios xenófobos y exaltando el mestizaje como valor cultural.","El representant d'Orriols en Lluita defensa la riquesa de la multiculturalitat i la convivència del barri amb més de 40 nacionalitats, criticant els prejudicis xenòfobs i exaltant el mestissatge com a valor cultural."
2026-02-24-001,2026-02-24,2026-02-24,2023-2027,Eduardo Béjar Méndez,Asociación Plataforma Intercultural de España,asociacion-plataforma-intercultural-espana,plataforma,castellano,ciutat,,,drets_i_igualtat|persones|participacio,drets_i_igualtat:interculturalitat_i_antiracisme|drets_i_igualtat:drets_humans|persones:joventut|participacio:participacio,2|9|19,1906|900|201,"Eduardo Béjar rechaza la moción del grupo Vox sobre regularización de migrantes, argumentando que la movilidad humana es una realidad global y que València históricamente ha acogido migraciones que la han enriquecido. Defiende la legalización de trabajadores migrantes en situación irregular que desempeñan labores esenciales.","Eduardo Béjar rebutja la moció del grup Vox sobre regularització de migrants, argumentant que la mobilitat humana és una realitat global i que València històricament ha acollit migracions que l'han enriquida. Defensa la legalització de treballadors migrants en situació irregular que desenvolupen labors essencials."
2026-01-27-001,2026-01-27,2026-01-27,2023-2027,José Luis González Meseguer,Juntes per l'Habitatge i PAH València (intervé utilitzant el nom de l'Associació de Veïns i Veïnes de la Torre),juntes-habitatge,plataforma,valenciano,ciutat,La Torre,Poblats del Sud,economia|urbanisme|drets_i_igualtat,economia:pressupostos|urbanisme:habitatge|drets_i_igualtat:drets_humans,14|20,1400|1406|2000,"La plataforma Juntes per l'Habitatge denuncia que 500 famílies que cumplían requisitos han quedado excluidas de las ayudas de alquiler por agotamiento de crédito presupuestario, solicitando una ampliación urgente del presupuesto y revisión de los requisitos de acceso.","La plataforma Juntes per l'Habitatge denuncia que 500 famílies que complien requisits han quedat excloses de les ajudes de lloguer per esgotament de crèdit pressupostari, sol·licitant una ampliació urgent del pressupost i revisió dels requisits d'accés."
2025-12-01-1-008,2025-12-01-1,2025-12-01,2023-2027,María Soledad Ramírez Martínez,Associació Cuidem la Raiosa,cuidem-la-raiosa,av,castellano,barri,La Raiosa,Jesús,medi_ambient|urbanisme|economia,medi_ambient:contaminacio|medi_ambient:emergencies_climatiques|urbanisme:usos_turistics|economia:pressupostos,7|14|15,703|705|1526|1403,"La representante de la asociación de vecinos de La Raiosa denuncia la situación de suciedad en el barrio, causada por falta de recursos municipales, problemas del botellón, residuos turísticos y vertidos de escombros, solicitando bonificaciones en la tasa de residuos para incentivar el reciclaje y agradeciendo el trabajo de la Fundación València, Clima y Energía.","La representant de l'associació de veïns de la Raiosa denuncia la situació de brutícia al barri, causada per manca de recursos municipals, problemes del botelló, residus turístics i abocaments d'enderrocs, sol·licitant bonificacions en la taxa de residus per a incentivar el reciclatge i agraint la tasca de la Fundació València, Clima i Energia."
2025-12-01-1-007,2025-12-01-1,2025-12-01,2023-2027,José Luis González Meseguer,"Juntes per l'Habitatge (plataforma de moviments socials, veïnals i sindicals)",juntes-habitatge,plataforma,valenciano,ciutat,,,urbanisme|economia|serveis_publics,urbanisme:habitatge|economia:pressupostos|serveis_publics:serveis_socials,13|14,1400|1406|1300|1302,"Representante de Juntes per l'Habitatge critica la política de vivienda municipal y estatal, enfatizando que los desahucios y la especulación extranjera son causas clave de la subida de precios de alquiler. Demanda regulación pública, estudios serios sobre necesidades habitacionales y prórroga del escudo social.","Representant de Juntes per l'Habitatge critica la política d'habitatge municipal i estatal, destacant que els desnonaments i l'especulació estrangera són causes clau de la pujada de preus de lloguer. Demana regulació pública, estudis seriosos sobre necessitats habitacionals i prorrogació de l'escut social."
